Type,Watts,Start Date,Ownership
HPS,70,1985-01-01,COE
HPS,70,1994-01-01,COE
HPS,100,2010-09-01,COE
HPS,70,2002-09-01,COE
HPS,100,2012-08-01,COE
HPS,70,2002-09-01,COE
HPS,70,2002-09-01,COE
HPS,400,1994-01-01,COE
HPS,70,2003-01-01,COE
HPS,150,1999-10-18,COE
HPS,400,1986-01-01,COE
HPS,70,1984-01-01,COE
LED,143,2013-12-14,COE
HPS,100,2001-01-01,COE
LED,43,2013-12-01,COE
LED,72,2012-01-23,COE
HPS,70,1999-10-01,COE
HPS,200,2005-04-19,COE
LED,34,2016-05-26,COE
HPS,100,2002-01-01,COE
HPS,150,1985-01-01,COE
HPS,150,1988-01-01,COE
HPS,100,2002-06-11,COE
HPS,150,1978-09-14,COE
HPS,100,2012-09-01,COE
LED,34,2016-06-17,COE
HPS,100,2003-11-01,COE
HPS,70,1988-09-27,COE
HPS,100,1997-11-19,COE
LED,180,2014-05-13,COE
HPS,70,2002-09-01,COE
LED,160,2016-12-13,COE
LED,86,2013-07-24,COE
HPS,70,1985-01-01,COE
HPS,150,2002-09-01,COE
HPS,22,1989-11-01,COE
HPS,150,2003-09-01,COE
LED,86,2013-02-01,COE
HPS,70,2002-09-01,COE
HPS,70,2002-09-01,COE
HPS,70,1986-01-01,COE
LED,80,2016-11-01,COE
HPS,70,2002-09-01,COE
HPS,250,2008-09-01,COE
HPS,250,2010-12-16,COE
HPS,250,2010-12-16,COE
HPS,70,2002-09-01,COE
HPS,150,1995-01-01,COE
HPS,150,1995-01-01,COE
HPS,150,1998-11-23,COE
LED,41,2012-01-14,COE
LED,72,2011-10-19,COE
HPS,100,1992-01-01,COE
HPS,70,2012-10-10,COE
HPS,150,2008-02-20,COE
HPS,150,1982-10-29,COE
HPS,150,2008-04-04,COE
LED,65,2012-12-31,COE
LED,65,2014-08-01,COE
HPS,250,2009-05-05,COE
HPS,70,2002-09-01,COE
LED,34,2016-04-12,COE
HPS,70,2005-08-15,COE
LED,22,2013-12-14,COE
LED,72,2012-11-02,COE
LED,72,2012-11-25,COE
LED,86,2011-11-29,COE
HPS,70,2012-10-01,COE
HPS,400,1994-07-25,COE
LED,34,2016-07-08,COE
HPS,150,2002-11-01,COE
HPS,150,1986-01-01,COE
HPS,70,1990-06-05,COE
HPS,100,1997-01-01,COE
HPS,100,2001-12-07,COE
HPS,70,1987-01-01,COE
LED,91,2016-07-12,COE
HPS,70,2002-09-01,COE
HPS,250,1988-01-01,COE
HPS,100,2013-08-29,COE
LED,35,2015-05-01,COE
HPS,150,2009-03-11,COE
HPS,100,2007-10-01,COE
HPS,100,1990-01-01,COE
LED,43,2015-08-08,COE
HPS,150,2006-03-23,COE
HPS,100,2005-08-01,COE
HPS,400,2008-12-19,COE
HPS,100,2002-11-01,COE
HPS,70,1982-10-12,COE
MH,100,2003-10-29,COE
HPS,100,1985-01-01,COE
LED,54,2014-04-01,COE
HPS,70,1985-01-01,COE
LED,43,2015-02-01,COE
HPS,250,2011-08-02,COE
HPS,70,1993-12-13,COE
LED,90,2015-04-01,COE
HPS,100,2003-12-01,COE
HPS,100,2011-10-01,COE
LED,34,2016-05-26,COE
HPS,70,1984-01-01,COE
HPS,150,1981-05-14,COE
HPS,70,2002-09-01,COE
HPS,70,2002-09-01,COE
HPS,250,1999-04-13,COE
HPS,150,2002-01-01,COE
HPS,100,2013-01-01,COE
HPS,70,2002-09-01,COE
HPS,150,2014-03-13,COE
HPS,250,2008-09-23,COE
HPS,250,2011-08-15,COE
HPS,70,1980-01-01,COE
LED,38,2016-05-20,COE
HPS,400,2003-03-28,COE
HPS,100,2005-11-08,COE
HPS,100,1999-01-01,COE
LED,168,2016-04-12,COE
LED,79,2016-04-12,COE
HPS,70,1989-12-08,COE
LED,34,2016-12-14,COE
HPS,150,1999-01-01,COE
LED,72,2012-01-23,COE
HPS,250,2013-07-29,COE
HPS,100,2002-09-01,COE
HPS,150,1995-12-14,COE
HPS,150,2011-06-01,COE
LED,43,2015-09-01,COE
HPS,70,1990-05-16,COE
LED,72,2011-10-19,COE
HPS,70,2002-09-01,COE
HPS,250,2002-09-01,COE
HPS,100,2003-02-01,COE
LED,22,2013-08-16,COE
LED,86,2015-04-20,COE
HPS,150,2011-11-01,COE
HPS,150,2011-11-01,COE
HPS,70,1985-01-01,COE
HPS,100,2003-02-01,COE
HPS,150,1985-01-01,COE
HPS,150,2002-09-01,COE
HPS,150,2002-09-01,COE
HPS,400,1993-09-17,COE
HPS,150,2012-02-16,COE
LED,140,2015-04-01,COE
LED,83,2016-07-08,COE
HPS,150,2011-09-01,COE
LED,15,2016-07-13,COE
HPS,70,1997-11-20,COE
LED,34,2016-04-12,COE
MH,100,2004-06-07,COE
MH,100,2004-06-07,COE
MH,100,2004-06-07,COE
MH,100,2004-06-07,COE
LED,83,2016-07-08,COE
LED,22,2011-11-29,COE
LED,140,2015-08-20,COE
HPS,70,2002-09-01,COE
LED,43,2012-01-12,COE
HPS,100,1990-01-01,COE
HPS,100,2006-06-28,COE
HPS,70,1987-01-01,COE
HPS,250,2003-10-07,COE
HPS,70,2014-11-04,COE
HPS,310,2007-06-05,COE
HPS,70,2002-09-01,COE
HPS,70,2002-09-01,COE
HPS,400,2010-07-02,COE
HPS,400,2010-07-02,COE
LED,34,2015-10-22,COE
HPS,150,2002-09-01,COE
LED,34,2017-01-15,COE
HPS,150,2005-11-28,COE
HPS,100,2010-01-06,COE
HPS,150,2011-06-28,COE
LED,88,2013-06-14,COE
HPS,150,2014-10-20,COE
HPS,400,2002-09-01,COE
HPS,70,2002-09-01,COE
HPS,150,2002-06-26,COE
HPS,150,1985-01-01,COE
HPS,100,2005-06-01,COE
HPS,150,1985-01-01,COE
HPS,70,1985-01-01,COE
HPS,250,2012-10-12,COE
LED,72,2015-04-01,COE
LED,55,2015-07-15,COE
HPS,150,1986-01-01,COE
LED,72,2013-08-16,COE
HPS,38,1990-01-01,COE
HPS,100,2005-10-01,COE
HPS,70,1989-01-01,COE
HPS,70,1990-08-21,COE
HPS,100,1997-07-24,COE
LED,72,2015-08-10,COE
LED,35,2012-01-23,COE
HPS,70,2002-09-01,COE
HPS,100,2002-09-01,COE
HPS,70,2007-06-25,COE
HPS,70,2002-09-01,COE
LED,41,2012-01-14,COE
LED,155,2016-05-20,COE
LED,155,2016-05-20,COE
HPS,100,2010-11-01,COE
HPS,100,2002-10-01,COE
HPS,100,1989-01-01,COE
HPS,70,2002-09-01,COE
HPS,70,2002-09-01,COE
HPS,70,1985-12-17,COE
LED,90,2011-11-01,COE
HPS,150,1987-02-01,COE
HPS,100,2003-02-01,COE
HPS,60,1997-11-04,COE
LED,143,2016-11-26,COE
LED,34,2016-06-17,COE
HPS,100,2002-11-01,COE
HPS,70,2002-09-01,COE
HPS,70,1982-10-12,COE
LED,43,2011-12-16,COE
HPS,70,1984-11-08,COE
HPS,100,2006-01-01,COE
HPS,70,1990-06-19,COE
HPS,150,1982-11-23,COE
LED,101,2016-05-20,COE
MH,70,2011-01-01,COE
MH,70,2011-01-01,COE
HPS,310,2010-05-28,COE
LED,43,2015-05-01,COE
HPS,250,2010-12-31,COE
HPS,100,2005-11-28,COE
HPS,100,2002-09-01,COE
HPS,100,2014-08-08,COE
HPS,150,1984-01-01,COE
HPS,150,2000-02-23,COE
HPS,400,2006-11-03,COE
LED,105,2016-12-14,COE
HPS,70,2002-09-01,COE
HPS,70,2002-09-01,COE
HPS,250,1995-01-01,COE
HPS,100,2002-09-01,COE
HPS,100,1991-01-01,COE
LED,65,2015-08-08,COE
LED,34,2016-05-20,COE
HPS,70,2002-09-01,COE
HPS,70,2002-09-01,COE
HPS,150,2008-09-01,COE
HPS,150,2010-10-01,COE
LED,72,2011-10-19,COE
HPS,100,1991-01-01,COE
LED,16,2016-10-11,COE
LED,86,2012-01-23,COE
HPS,70,1985-01-01,COE
LED,35,2017-02-01,COE
LED,38,2017-01-16,COE
HPS,70,1991-07-08,COE
HPS,150,1993-02-18,COE
LED,110,2015-07-06,COE
HPS,100,2005-06-01,COE
HPS,150,1995-01-01,COE
LED,86,2014-07-01,COE
LED,143,2012-01-14,COE
LED,72,2012-01-23,COE
HPS,70,1992-12-04,COE
HPS,100,1993-01-01,COE
LED,134,2016-04-12,COE
LED,34,2016-04-12,COE
LED,105,2016-12-14,COE
HPS,70,2002-09-01,COE
HPS,100,2003-09-01,COE
HPS,100,1991-01-01,COE
HPS,70,2002-09-01,COE
HPS,150,2007-01-09,COE
HPS,100,1993-01-01,COE
HPS,100,2002-09-01,COE
HPS,400,1989-01-01,COE
HPS,400,2002-09-01,COE
LED,22,2013-02-25,COE
HPS,100,2007-09-01,COE
HPS,250,1993-04-23,COE
HPS,70,2002-09-01,COE
HPS,100,1988-01-01,COE
LED,34,2016-07-16,COE
HPS,250,2010-05-06,COE
HPS,70,1978-01-01,COE
HPS,100,1997-01-01,COE
LED,72,2012-11-25,COE
LED,34,2017-01-16,COE
HPS,250,2003-10-07,COE
LED,72,2012-01-23,COE
LED,22,2011-11-01,COE
LED,65,2016-04-12,COE
HPS,70,2002-09-01,COE
HPS,100,2004-10-01,COE
HPS,250,2010-05-06,COE
HPS,100,2004-07-05,COE
HPS,150,2002-09-01,COE
HPS,200,2011-03-01,COE
HPS,100,2003-02-12,COE
HPS,70,2002-09-01,COE
LED,143,2015-11-11,COE
LED,160,2016-12-14,COE
LED,43,2016-06-27,COE
HPS,250,2011-01-09,COE
HPS,250,1990-09-25,COE
LED,61,2017-02-17,COE
HPS,70,2002-09-01,COE
LED,43,2016-06-27,COE
HPS,150,1982-01-01,COE
HPS,100,2013-05-13,COE
LED,55,2016-11-01,COE
HPS,150,2007-02-06,COE
LED,65,2012-01-12,COE
HPS,100,1994-01-01,COE
LED,72,2013-08-16,COE
LED,91,2016-04-12,COE
LED,143,2014-08-01,COE
HPS,100,2000-01-22,COE
HPS,70,1986-06-19,COE
HPS,70,2003-03-01,COE
LED,35,2013-07-24,COE
HPS,100,2007-01-17,COE
HPS,150,2008-04-04,COE
HPS,70,1984-01-01,COE
HPS,400,1999-09-01,COE
LED,91,2015-07-06,COE
HPS,150,2002-09-01,COE
HPS,150,2008-06-16,COE
LED,72,2015-04-01,COE
HPS,70,2002-09-01,COE
HPS,250,2011-02-11,COE
HPS,100,2002-09-01,COE
LED,73,2015-10-22,COE
LED,40,2016-02-18,COE
HPS,100,2012-10-12,COE
LED,40,2014-02-13,COE
HPS,150,2000-11-30,COE
HPS,150,1986-01-01,COE
LED,72,2011-10-26,COE
LED,90,2015-04-01,COE
HPS,70,2002-09-01,COE
HPS,70,1985-01-01,COE
HPS,150,1985-01-01,COE
HPS,70,1986-01-01,COE
HPS,100,2002-09-01,COE
HPS,150,2014-06-12,COE
HPS,70,2002-09-01,COE
LED,72,2013-06-14,COE
HPS,100,1991-01-30,COE
LED,143,2014-10-16,COE
LED,161,2016-12-14,COE
HPS,100,1995-01-01,COE
LED,65,2013-05-01,COE
HPS,250,2003-10-07,COE
HPS,100,2012-12-01,COE
HPS,70,1986-01-31,COE
HPS,70,1988-01-01,COE
HPS,150,2012-09-01,COE
HPS,70,2013-12-31,COE
HPS,100,2003-10-01,COE
HPS,250,2005-01-01,COE
HPS,100,1991-01-01,COE
HPS,100,1992-05-07,COE
LED,34,2016-12-14,COE
LED,22,2011-11-29,COE
HPS,250,1994-04-22,COE
HPS,100,1992-01-01,COE
HPS,100,2013-09-23,COE
HPS,70,1982-01-12,COE
HPS,43,1987-01-01,COE
HPS,310,2011-03-01,COE
HPS,150,2008-02-20,COE
HPS,70,1994-10-11,COE
LED,160,2016-12-14,COE
LED,143,2015-11-11,COE
HPS,150,2012-12-28,COE
HPS,70,1985-01-01,COE
LED,35,2016-11-01,COE
LED,65,2015-01-23,COE
LED,35,2014-04-07,COE
LED,65,2013-11-13,COE
HPS,70,1985-01-01,COE
HPS,400,2003-03-28,COE
HPS,150,2008-04-15,COE
HPS,250,2011-06-22,COE
LED,91,2017-10-23,COE
HPS,400,2009-02-24,COE
HPS,150,1985-01-01,COE
HPS,100,2000-12-19,COE
HPS,150,2010-10-01,COE
HPS,100,1999-12-20,COE
HPS,150,2011-03-11,COE
LED,34,2015-07-06,COE
HPS,100,2007-02-22,COE
HPS,70,2002-09-01,COE
HPS,70,1993-08-16,COE
HPS,150,1986-01-31,COE
HPS,250,1996-11-04,COE
HPS,400,1999-09-01,COE
HPS,100,2013-04-01,COE
HPS,400,2010-07-02,COE
HPS,70,2002-09-01,COE
LED,35,2016-10-01,COE
LED,34,2016-07-08,COE
HPS,100,2011-10-15,COE
HPS,70,2002-09-01,COE
LED,86,2012-11-25,COE
HPS,70,1980-01-01,COE
HPS,70,2002-09-01,COE
HPS,100,2012-06-27,COE
HPS,100,2012-06-27,COE
HPS,70,1985-01-01,COE
LED,91,2016-06-17,COE
LED,22,2013-08-16,COE
HPS,100,2010-12-06,COE
HPS,100,2010-12-06,COE
HPS,150,2002-09-01,COE
HPS,70,1985-01-01,COE
HPS,70,2002-09-01,COE
HPS,100,1998-10-01,COE
HPS,70,2002-09-01,COE
HPS,70,1986-04-17,COE
HPS,100,1988-01-01,COE
HPS,150,2002-09-01,COE
HPS,70,1986-01-01,COE
HPS,70,1986-01-31,COE
HPS,70,1985-01-01,COE
HPS,70,1992-04-22,COE
HPS,70,2002-09-01,COE
LED,65,2016-04-12,COE
HPS,150,2002-09-01,COE
HPS,70,2002-09-01,COE
HPS,100,2006-05-23,COE
HPS,70,2010-12-13,COE
HPS,150,2003-01-01,COE
HPS,70,2002-09-01,COE
HPS,150,2006-06-26,COE
HPS,43,1987-01-01,COE
HPS,70,2002-09-01,COE
HPS,60,2002-09-01,COE
HPS,400,1984-01-01,COE
HPS,70,1979-12-05,COE
HPS,70,1985-01-01,COE
LED,35,2016-09-08,COE
HPS,150,2002-09-01,COE
HPS,150,2002-01-01,COE
HPS,100,2006-08-25,COE
HPS,400,2006-11-03,COE
HPS,70,1985-01-01,COE
HPS,70,1994-08-23,COE
HPS,70,2002-09-01,COE
HPS,70,1979-02-01,COE
HPS,70,2002-09-01,COE
HPS,400,1999-08-11,COE
HPS,250,2002-10-01,COE
HPS,100,2012-04-01,COE
HPS,70,2002-09-01,COE
LED,34,2016-12-14,COE
HPS,150,2004-01-01,COE
LED,72,2012-01-23,COE
HPS,70,2002-09-01,COE
HPS,150,2002-09-01,COE
LED,73,2015-06-30,COE
HPS,70,2002-09-01,COE
HPS,70,2002-09-01,COE
HPS,70,1989-01-01,COE
LED,41,2011-11-29,COE
HPS,100,2005-08-01,COE
HPS,70,1989-10-11,COE
LED,91,2015-07-06,COE
HPS,100,1998-11-01,COE
HPS,70,1993-05-05,COE
HPS,100,1990-01-01,COE
LED,143,2011-12-16,COE
HPS,70,2002-09-01,COE
HPS,70,1993-12-07,COE
HPS,310,2012-12-01,COE
MH,100,2003-10-21,COE
LED,153,2016-07-13,COE
HPS,70,2002-09-01,COE
HPS,150,2006-04-06,COE
HPS,100,2002-09-01,COE
HPS,70,1977-01-01,COE
HPS,400,1986-01-01,COE
HPS,100,2007-07-09,COE
HPS,250,2003-07-16,COE
HPS,150,2002-09-01,COE
LED,86,2013-06-12,COE
HPS,250,2001-07-31,COE
HPS,250,2002-04-25,COE
HPS,150,2000-12-04,COE
HPS,70,2002-09-01,COE
LED,34,2016-07-06,COE
HPS,150,2002-09-01,COE
LED,43,2013-08-01,COE
HPS,70,1990-04-18,COE
HPS,38,2003-11-01,COE
LED,65,2012-03-01,COE
HPS,100,2003-08-01,COE
HPS,70,1998-09-18,COE
HPS,150,2002-09-01,COE
LED,86,2016-03-11,COE
HPS,70,2002-09-01,COE
HPS,150,2002-09-01,COE
HPS,250,1991-01-01,COE
HPS,310,2011-12-31,COE
LED,41,2012-01-12,COE
HPS,400,2005-01-01,COE
HPS,70,1985-01-01,COE
HPS,70,1985-01-01,COE
HPS,150,2016-03-16,COE
HPS,70,1998-09-15,COE
HPS,150,2011-01-01,COE
LED,143,2016-09-08,COE
HPS,150,2002-09-01,COE
HPS,250,2003-06-13,COE
LED,201,2016-10-17,COE
HPS,150,2002-09-01,COE
HPS,70,2000-12-14,COE
LED,90,2010-01-04,COE
HPS,150,2009-11-10,COE
HPS,150,1993-01-01,COE
HPS,400,1991-10-29,COE
HPS,70,2002-09-01,COE
HPS,60,1987-01-01,COE
HPS,100,1997-11-01,COE
HPS,70,1984-06-15,COE
HPS,100,2001-12-26,COE
HPS,70,1988-01-01,COE
HPS,100,2005-12-20,COE
HPS,150,1985-01-01,COE
LED,140,2015-04-01,COE
LED,40,2015-06-09,COE
HPS,70,1985-01-01,COE
LED,34,2016-06-17,COE
HPS,100,2004-01-01,COE
LED,65,2016-03-01,COE
HPS,70,2002-09-01,COE
LED,90,2010-01-04,COE
HPS,250,2017-06-30,COE
HPS,70,2002-09-01,COE
HPS,70,2002-09-01,COE
HPS,100,1989-01-01,COE
HPS,150,2000-11-03,COE
HPS,250,2013-05-30,COE
HPS,70,2002-09-01,COE
HPS,43,2002-09-01,COE
LED,143,2015-01-01,COE
HPS,150,2009-10-01,COE
LED,65,2013-03-01,COE
HPS,70,1984-01-01,COE
LED,72,2015-04-01,COE
LED,86,2013-11-13,COE
HPS,100,1991-12-17,COE
HPS,150,2002-12-04,COE
HPS,70,2002-09-01,COE
HPS,150,2002-09-01,COE
HPS,150,1995-12-14,COE
LED,104,2016-03-24,COE
HPS,70,1984-01-01,COE
LED,107,2016-12-14,COE
LED,70,2015-11-12,COE
HPS,150,1998-10-18,COE
LED,83,2003-04-01,COE
HPS,250,2003-10-07,COE
HPS,400,2005-11-18,COE
HPS,150,2008-09-01,COE
LED,34,2016-05-20,COE
LED,22,2017-01-11,COE
LED,43,2014-01-17,COE
HPS,100,2008-10-01,COE
HPS,150,2008-07-02,COE
HPS,150,1984-01-01,COE
HPS,150,2014-09-29,COE
LED,43,2011-12-16,COE
HPS,100,1989-01-01,COE
LED,43,2014-01-17,COE
LED,105,2016-04-12,COE
HPS,70,2003-10-20,COE
HPS,100,2012-09-01,COE
HPS,250,1997-12-28,COE
HPS,150,2004-05-11,COE
LED,34,2017-10-23,COE
LED,40,2013-11-01,COE
HPS,100,1999-01-01,COE
HPS,150,2014-09-29,COE
HPS,100,2012-11-04,COE
HPS,100,2010-11-01,COE
HPS,70,1980-07-08,COE
HPS,150,1986-01-01,COE
HPS,150,2005-08-01,COE
LED,143,2011-12-16,COE
HPS,100,1989-01-01,COE
HPS,100,2002-09-01,COE
HPS,70,1991-12-12,COE
HPS,70,1985-01-01,COE
HPS,150,2008-04-14,COE
HPS,70,1991-01-03,COE
MH,100,2003-12-03,COE
LED,15,2016-07-13,COE
LED,143,2013-07-24,COE
LED,143,2016-10-21,COE
LED,34,2016-06-17,COE
HPS,100,2002-07-01,COE
HPS,70,2002-09-01,COE
LED,72,2012-01-23,COE
HPS,100,2007-04-19,COE
HPS,150,2012-04-01,COE
HPS,100,2004-11-01,COE
HPS,400,1980-08-01,COE
HPS,60,1994-12-12,COE
HPS,150,1987-01-01,COE
HPS,150,1988-01-01,COE
HPS,70,2002-09-01,COE
HPS,70,2002-09-01,COE
HPS,150,2006-03-21,COE
LED,153,2015-10-22,COE
HPS,70,2008-11-27,COE
HPS,100,2009-10-07,COE
HPS,70,2002-09-01,COE
HPS,250,2014-09-12,COE
HPS,400,1993-07-15,COE
HPS,100,1997-10-09,COE
HPS,400,1986-01-01,COE
HPS,100,2002-09-01,COE
HPS,70,2002-09-01,COE
HPS,70,2001-07-13,COE
HPS,70,1992-07-10,COE
LED,72,2012-12-13,COE
HPS,70,2002-09-01,COE
HPS,100,1995-01-01,COE
LED,43,2015-11-10,COE
HPS,150,1997-12-23,COE
HPS,150,1993-01-01,COE
HPS,100,2003-10-01,COE
HPS,70,1989-01-01,COE
HPS,70,1989-08-08,COE
HPS,100,1993-01-01,COE
LED,22,2013-05-06,COE
HPS,100,2004-12-01,COE
HPS,100,2005-06-01,COE
HPS,70,1985-01-01,COE
HPS,70,1992-04-22,COE
HPS,100,2003-03-01,COE
HPS,100,2004-11-01,COE
HPS,70,2002-09-01,COE
LED,72,2012-01-14,COE
HPS,150,2013-07-01,COE
LED,72,2014-11-01,COE
HPS,70,2002-09-01,COE
HPS,100,2001-01-01,COE
HPS,250,1991-05-26,COE
HPS,100,2006-09-06,COE
HPS,150,2002-09-01,COE
LED,22,2013-02-27,COE
HPS,70,2002-09-01,COE
HPS,150,2002-09-01,COE
HPS,100,2002-09-01,COE
HPS,250,2004-08-03,COE
LED,65,2015-08-01,COE
LED,134,2016-04-12,COE
LED,134,2016-04-12,COE
HPS,150,2006-08-03,COE
HPS,100,2008-04-26,COE
HPS,250,2010-12-01,COE
HPS,150,2005-09-01,COE
LED,155,2016-05-20,COE
HPS,400,2011-03-09,COE
HPS,400,2011-03-08,COE
HPS,250,1995-01-01,COE
HPS,60,1986-01-01,COE
LED,72,2012-01-23,COE
HPS,70,2002-09-01,COE
HPS,60,2001-12-20,COE
HPS,150,2004-05-18,COE
HPS,150,2004-05-18,COE
HPS,70,1992-01-01,COE
HPS,100,2012-03-01,COE
HPS,150,1981-01-27,COE
LED,34,2016-12-14,COE
LED,143,2011-11-29,COE
HPS,150,1987-05-14,COE
HPS,70,2002-09-01,COE
LED,72,2013-07-24,COE
HPS,150,2008-02-28,COE
HPS,70,2002-09-01,COE
HPS,70,2013-08-16,COE
HPS,150,2013-10-01,COE
HPS,150,2002-09-01,COE
HPS,150,1995-01-01,COE
HPS,150,2002-09-01,COE
HPS,70,2002-09-01,COE
HPS,100,2013-09-01,COE
HPS,100,1993-01-01,COE
LED,54,2014-04-01,COE
LED,73,2015-07-06,COE
HPS,400,2002-09-01,COE
HPS,250,2005-04-07,COE
HPS,100,1990-01-01,COE
LED,16,2016-10-11,COE
HPS,70,1985-01-01,COE
HPS,250,1984-01-01,COE
LED,43,2016-06-27,COE
HPS,38,1992-02-10,COE
HPS,150,2013-09-06,COE
LED,34,2015-10-22,COE
HPS,250,2002-10-01,COE
HPS,100,2005-02-01,COE
HPS,70,2002-09-01,COE
HPS,100,2002-09-01,COE
HPS,100,2000-12-31,COE
HPS,150,1998-09-22,COE
HPS,100,2013-07-01,COE
HPS,100,2003-11-01,COE
HPS,100,2003-11-01,COE
HPS,100,2002-09-01,COE
HPS,150,2004-11-01,COE
HPS,100,2001-11-01,COE
HPS,100,2001-11-01,COE
HPS,400,1996-04-22,COE
HPS,250,1990-09-13,COE
HPS,400,2000-09-06,COE
LED,41,2012-12-13,COE
HPS,250,2010-12-16,COE
HPS,100,2001-01-09,COE
HPS,150,2005-06-04,COE
HPS,250,2002-09-01,COE
HPS,150,2002-09-01,COE
HPS,100,2012-03-01,COE
HPS,70,2002-09-01,COE
LED,72,2013-02-11,COE
HPS,150,2006-03-07,COE
HPS,400,2010-12-16,COE
HPS,100,1991-07-03,COE
HPS,310,2012-07-31,COE
LED,43,2011-11-29,COE
LED,201,2016-10-17,COE
MH,70,2009-03-17,COE
MH,70,2009-03-17,COE
HPS,150,2002-09-01,COE
LED,34,2016-07-08,COE
LED,43,2016-06-27,COE
HPS,100,2002-10-01,COE
HPS,150,2002-09-01,COE
HPS,100,1999-08-01,COE
LED,55,2014-09-01,COE
HPS,43,2002-09-01,COE
HPS,150,2002-09-01,COE
HPS,150,2011-06-01,COE
HPS,400,2002-09-01,COE
HPS,100,1993-01-01,COE
LED,60,2015-04-01,COE
HPS,72,2013-08-16,COE
HPS,70,2004-09-01,COE
HPS,100,2007-09-01,COE
HPS,400,1993-01-01,COE
HPS,400,1993-01-01,COE
HPS,70,1990-06-04,COE
HPS,100,1994-10-18,COE
HPS,70,2002-09-01,COE
HPS,100,2014-07-01,COE
HPS,150,2013-02-01,COE
HPS,70,1984-01-01,COE
LED,43,2016-11-01,COE
HPS,150,2002-09-01,COE
HPS,70,2002-09-01,COE
HPS,70,2002-09-01,COE
HPS,100,2012-09-01,COE
HPS,70,1985-01-01,COE
HPS,70,1990-05-16,COE
HPS,250,2011-01-21,COE
HPS,150,2002-09-01,COE
HPS,70,2002-09-01,COE
HPS,70,2002-09-01,COE
HPS,70,1988-01-01,COE
HPS,100,2002-09-01,COE
HPS,100,2006-01-01,COE
HPS,150,2013-09-26,COE
LED,110,2016-08-18,COE
LED,72,2012-01-14,COE
HPS,70,2002-09-01,COE
LED,43,2015-03-23,COE
HPS,150,1984-01-01,COE
HPS,150,2008-09-01,COE
HPS,150,2011-07-06,COE
HPS,100,2008-02-29,COE
HPS,70,2002-09-01,COE
HPS,100,2006-08-04,COE
LED,72,2012-01-14,COE
HPS,400,2002-09-01,COE
HPS,400,2002-09-01,COE
HPS,100,1995-01-01,COE
HPS,38,2002-07-07,COE
HPS,43,1990-05-15,COE
HPS,100,1989-01-01,COE
HPS,150,2000-09-29,COE
LED,90,2014-04-01,COE
MH,70,2009-11-30,COE
MH,70,2009-11-30,COE
HPS,70,1986-02-01,COE
HPS,100,1989-01-01,COE
HPS,250,2011-12-06,COE
HPS,70,2002-09-01,COE
HPS,38,1984-01-01,COE
HPS,100,1998-11-01,COE
HPS,250,1988-01-01,COE
HPS,100,2002-09-01,COE
HPS,150,2010-03-15,COE
HPS,250,2003-10-07,COE
HPS,150,2011-04-01,COE
HPS,150,2002-09-01,COE
HPS,150,1995-12-14,COE
HPS,150,2002-09-01,COE
HPS,100,2002-09-01,COE
HPS,150,1982-11-23,COE
LED,43,2011-12-16,COE
LED,86,2016-09-08,COE
HPS,70,1988-01-01,COE
HPS,70,1990-12-17,COE
LED,105,2016-12-14,COE
HPS,310,2012-09-01,COE
HPS,100,1999-01-01,COE
LED,90,2015-04-01,COE
LED,90,2015-04-01,COE
HPS,86,2013-08-16,COE
HPS,250,1989-08-18,COE
LED,143,2013-11-13,COE
HPS,70,1977-01-01,COE
HPS,250,1994-01-01,COE
LED,34,2016-07-11,COE
HPS,150,1987-01-01,COE
HPS,100,1998-08-18,COE
HPS,150,2010-08-25,COE
LED,65,2012-11-22,COE
HPS,100,1993-01-01,COE
HPS,70,1990-11-28,COE
HPS,150,2004-03-01,COE
LED,91,2016-04-12,COE
HPS,150,2010-01-12,COE
HPS,150,1992-11-19,COE
LED,86,2014-08-10,COE
HPS,100,2007-02-01,COE
HPS,150,2007-03-05,COE
HPS,150,2010-11-01,COE
HPS,150,1985-01-01,COE
LED,91,2016-07-12,COE
LED,43,2011-11-01,COE
LED,41,2011-10-19,COE
HPS,150,2002-09-01,COE
HPS,70,1985-01-01,COE
HPS,43,2002-09-01,COE
LED,34,2015-01-25,COE
LED,56,2017-01-16,COE
LED,56,2017-01-16,COE
HPS,400,2011-01-11,COE
LED,34,2016-06-17,COE
HPS,150,2002-09-01,COE
HPS,100,1998-11-01,COE
HPS,70,1984-01-01,COE
HPS,150,2008-02-27,COE
HPS,70,2002-09-01,COE
LED,43,2012-01-14,COE
HPS,100,2008-11-20,COE
LED,134,2015-10-22,COE
HPS,100,2003-08-01,COE
HPS,250,1993-12-22,COE
HPS,100,1993-12-13,COE
HPS,70,1990-06-01,COE
HPS,100,2013-06-13,COE
LED,43,2013-12-14,COE
HPS,100,2011-03-24,COE
HPS,100,2008-01-01,COE
LED,86,2014-09-01,COE
HPS,100,2014-06-12,COE
HPS,250,2003-09-16,COE
HPS,250,2002-12-01,COE
LED,143,2012-01-12,COE
HPS,70,1990-12-17,COE
LED,73,2016-06-17,COE
HPS,70,1993-12-03,COE
LED,34,2016-07-06,COE
HPS,70,1992-12-04,COE
HPS,250,2000-05-15,COE
HPS,100,1998-07-20,COE
LED,143,2014-10-16,COE
HPS,70,1985-01-01,COE
HPS,100,2003-12-01,COE
LED,55,2015-10-01,COE
HPS,60,1987-01-01,COE
